transaction_id,store_id,product_id,transaction_date,quantity_sold,unit_price,discount_pct
3165,2,133,2024-12-13,2,107.43,0.15
3166,10,110,2024-10-30,3,240.3,0.0
3167,4,55,2024-06-10,7,120.86,0.0
3168,5,97,2024-11-13,6,51.84,0.15
3169,1,89,2024-04-11,8,16.36,0.0
3170,7,123,2024-12-05,6,108.4,0.15
3171,7,17,2024-04-05,2,92.08,0.15
3172,3,109,2024-04-04,8,204.21,0.15
3173,2,157,2024-12-14,6,147.67,0.1
3174,6,101,2024-05-18,6,131.65,0.0
3175,1,66,2024-04-24,11,254.58,0.0
3176,5,109,2024-11-10,12,204.21,0.05
3177,3,103,2024-12-14,6,143.37,0.25
3178,7,165,2024-04-23,6,56.11,0.15
3179,3,4,2024-06-12,7,167.47,0.0
3180,2,74,2024-05-14,10,77.0,0.05
3181,2,7,2024-06-09,8,,0.05
3182,6,66,2024-04-09,9,254.58,0.15
3183,4,115,2024-11-14,12,212.31,0.0
3184,2,73,2024-02-23,11,242.79,0.1
3185,2,13,2024-12-24,7,91.64,0.1
3186,8,23,2024-09-23,12,135.4,0.25
3187,5,117,2024-08-22,5,144.39,0.0
3188,10,3,2024-09-12,4,91.88,0.0
3189,4,4,2024-08-29,6,167.47,0.0
3190,2,33,28/07/2024,10,162.49,0.25
3191,1,7,2024-02-13,12,12.29,0.15
3192,3,93,2024-01-23,9,187.19,0.0
3193,8,2,2024-01-16,10,81.57,0.0
3194,5,82,2024-04-27,7,,0.0
3195,7,143,2024-12-21,3,233.86,0.05
3196,3,19,2024-12-10,6,61.27,0.0
3197,1,169,2024-12-27,10,48.02,0.0
3198,9,24,2024-12-07,11,80.42,0.0
3199,1,46,23/04/2024,9,46.4,0.0
3200,3,92,2024-12-06,7,96.38,0.0
3201,1,127,2024-11-02,8,51.12,0.15
3202,5,46,2024-01-03,7,46.4,0.0
3203,3,66,2024-02-29,11,254.58,0.05
3204,6,35,2024-03-16,2,8.64,0.05
3205,2,73,2024-12-05,3,242.79,0.25
3206,9,147,2024-11-06,4,159.14,0.0
3207,10,108,2024-11-21,5,151.96,0.0
3208,6,26,2024-05-20,9,163.65,0.25
3209,6,7,2024-09-19,3,12.29,0.25
3210,2,41,2024-06-01,4,157.72,0.25
3211,8,11,2024-12-18,2,117.42,0.05
3212,9,57,2024-09-14,12,75.29,0.0
3213,1,149,2024-11-20,8,212.9,0.25
3214,1,158,2024-12-08,1,81.38,0.25
3215,6,77,2024-01-08,10,68.92,0.15
3216,9,134,2024-12-05,12,141.92,0.0
3217,1,82,2024-01-08,1,111.57,0.0
3218,8,31,2024-11-20,12,110.33,0.05
3219,6,162,2024-11-09,2,125.27,0.15
3220,4,145,2024-01-01,9,33.88,0.25
3221,3,56,2024-01-28,1,,0.25
3222,6,97,2024-07-23,12,51.84,0.1
3223,6,11,2024-02-21,8,117.42,0.0
3224,2,4,2024-05-12,4,167.47,0.0
3225,8,80,2024-11-02,4,210.02,0.05
3226,9,148,2024-07-23,4,126.73,0.15
3227,6,156,2024-10-07,3,173.78,0.15
3228,7,137,2024-10-04,6,165.65,0.1
3229,9,141,2024-08-28,7,45.08,0.0
3230,2,115,2024-12-16,9,212.31,0.0
3231,4,121,2024-04-11,7,164.69,0.05
3232,4,124,2024-12-14,6,19.68,0.25
3233,8,112,2024-11-01,1,58.1,0.25
3234,8,24,2024-12-10,11,80.42,0.1
3235,6,150,2024-10-25,3,89.35,0.05
3236,10,166,2024-11-17,3,44.53,0.0
3237,4,65,2024-08-09,5,65.09,0.0
3238,9,49,2024-03-03,6,89.67,0.1
3239,8,4,2024-06-17,9,167.47,0.15
3240,6,71,2024-06-30,12,11.55,0.15
3241,6,21,2024-05-04,3,89.09,0.1
3242,4,16,2024-03-06,1,78.24,0.1
3243,5,169,2024-01-21,11,48.02,0.1
3244,4,44,2024-08-30,8,260.43,0.0
3245,1,116,2024-11-28,10,182.63,0.05
3246,7,74,2024-08-24,8,77.0,0.25
3247,7,137,2024-10-04,6,165.65,0.1
3248,10,164,2024-12-26,2,78.92,0.0
3249,3,150,2024-12-01,7,89.35,0.0
3250,1,68,15/01/2024,4,17.26,0.25
3251,9,151,2024-08-06,6,22.4,0.0
3252,8,47,2024-07-27,7,118.87,0.0
3253,5,99,2024-02-16,5,,0.05
3254,6,58,2024-03-23,3,216.14,0.25
3255,10,148,2024-12-10,8,126.73,0.0
3256,5,2,2024-11-21,10,81.57,0.25
3257,7,74,2024-11-12,2,77.0,0.0
3258,5,55,2024-11-23,11,120.86,0.1
3259,8,162,2024-02-26,11,125.27,0.0
3260,2,77,07/04/2024,2,68.92,0.0
3261,10,109,2024-10-07,12,204.21,0.05
3262,6,120,2024-12-18,6,234.32,0.0
3263,9,127,2024-12-18,10,51.12,0.15
3264,3,54,2024-03-24,8,241.98,0.0
3265,10,132,2024-12-01,5,133.08,0.0
3266,9,116,2024-04-19,6,182.63,0.0
3267,2,41,2024-08-12,8,157.72,0.0
3268,7,75,2024-05-14,11,29.49,0.05
3269,4,167,2024-02-17,9,20.08,0.0
3270,1,5,2024-09-15,9,152.79,0.0
3271,9,109,2024-02-29,11,204.21,0.0
3272,7,124,2024-02-22,12,19.68,0.0
3273,6,143,2024-10-13,12,233.86,0.25
3274,7,10,2024-06-24,7,136.82,0.05
3275,5,138,2024-01-10,10,98.66,0.0
3276,1,120,2024-11-24,9,234.32,0.1
3277,2,122,2024-02-23,8,28.93,0.25
3278,9,74,2024-11-28,2,77.0,0.0
3279,5,53,2024-01-17,9,131.05,0.05
3280,4,13,2024-12-29,3,91.64,0.05
3281,2,132,2024-05-05,11,133.08,0.15
3282,9,14,2024-11-14,12,13.97,0.0
3283,1,164,2024-11-01,6,78.92,0.1
3284,8,127,2024-12-28,1,51.12,0.1
3285,1,64,2024-11-27,3,54.54,0.0
3286,2,57,2024-08-01,5,75.29,0.0
3287,3,104,2024-05-11,3,246.47,0.1
3288,10,122,2024-01-21,2,28.93,0.25
3289,9,96,2024-06-29,5,169.6,0.15
3290,8,80,2024-05-12,2,210.02,0.15
3291,5,44,2024-12-13,7,260.43,0.25
3292,3,66,2024-11-09,12,254.58,0.1
3293,10,165,2024-10-11,12,56.11,0.05
3294,6,165,2024-02-14,1,56.11,0.15
3295,7,88,2024-06-04,11,106.78,0.0
3296,10,8,2024-01-21,7,98.81,0.0
3297,4,166,2024-07-04,2,44.53,0.0
3298,6,105,2024-03-26,3,136.88,0.05
3299,4,46,2024-10-09,6,46.4,0.15
3300,10,115,2024-09-19,4,212.31,0.05
3301,1,70,2024-12-22,12,149.07,0.0
3302,4,83,2024-11-13,5,48.4,0.0
3303,9,147,2024-04-30,4,159.14,0.05
3304,4,75,2024-10-24,5,29.49,0.0
3305,2,76,2024-02-27,6,150.97,0.25
3306,9,39,2024-08-20,11,112.9,0.15
3307,2,47,2024-03-29,2,118.87,0.1
3308,5,55,2024-04-10,3,120.86,0.25
3309,9,19,2024-10-20,2,61.27,0.0
3310,4,117,2024-10-11,12,144.39,0.0
3311,3,31,2024-11-23,5,110.33,0.0
3312,4,36,2024-12-05,3,31.45,0.0
3313,6,64,2024-04-16,12,54.54,0.05
3314,1,102,2024-12-19,7,25.17,0.0
3315,7,95,2024-01-28,10,244.81,0.0
3316,5,147,2024-10-15,5,159.14,0.25
3317,8,79,2024-04-20,7,156.97,0.25
3318,8,160,2024-02-05,1,215.87,0.15
3319,4,96,2024-04-21,4,169.6,0.0
3320,9,88,2024-09-04,9,106.78,0.0
3321,3,121,2024-11-15,5,164.69,0.0
3322,1,10,2024-12-10,9,136.82,0.25
3323,1,73,2024-01-21,6,242.79,0.1
3324,2,116,2024-12-23,2,182.63,0.05
3325,2,47,2024-05-01,12,118.87,0.1
3326,6,19,2024-02-26,12,61.27,0.0
3327,1,119,2024-12-08,12,38.1,0.0
3328,10,156,2024-02-21,1,173.78,0.15
3329,4,40,2024-05-29,12,21.17,0.25
3330,4,14,2024-12-04,12,13.97,0.0
3331,8,105,2024-01-08,12,136.88,0.1
3332,5,90,2024-12-12,11,98.0,0.0
3333,1,92,2024-02-26,12,96.38,0.0
3334,10,138,2024-12-21,11,98.66,0.1
3335,10,47,2024-03-17,7,118.87,0.1
3336,6,45,2024-02-21,9,29.94,0.05
3337,8,61,2024-07-31,8,24.26,0.1
3338,9,139,2024-07-30,5,,0.25
3339,1,64,2024-06-24,9,54.54,0.0
3340,8,19,2024-07-09,4,61.27,0.0
3341,3,84,2024-12-28,4,219.55,0.0
3342,7,98,2024-12-27,6,93.24,0.0
3343,9,60,2024-07-27,8,27.88,0.1
3344,8,70,2024-03-17,10,149.07,0.25
3345,8,73,2024-06-02,11,242.79,0.15
3346,2,139,2024-09-26,12,81.1,0.0
3347,1,128,2024-02-19,4,177.81,0.15
3348,6,70,2024-07-15,8,149.07,0.0
3349,5,82,28/07/2024,8,111.57,0.0
3350,3,26,2024-12-21,6,,0.05
3351,8,10,2024-02-03,6,136.82,0.25
3352,5,7,2024-11-16,9,12.29,0.0
3353,4,3,2024-09-20,4,91.88,0.25
3354,8,81,2024-11-03,8,39.73,0.05
3355,3,107,2024-09-27,2,9.07,0.1
3356,5,78,2024-11-23,6,125.42,0.0
3357,5,16,2024-06-03,10,78.24,0.1
3358,2,133,2024-12-12,7,107.43,0.0
3359,6,161,2024-07-01,7,203.07,0.15
3360,7,53,2024-12-06,11,131.05,0.0
3361,7,26,2024-05-11,11,163.65,0.0
3362,1,105,2024-01-20,8,136.88,0.15
3363,1,135,2024-01-09,3,198.75,0.05
3364,8,140,2024-07-25,3,147.3,0.15
3365,10,163,2024-12-19,5,102.16,0.1
3366,5,6,2024-12-06,4,18.62,0.25
3367,7,80,2024-12-08,12,210.02,0.15
3368,3,124,2024-02-06,3,19.68,0.15
3369,4,3,2024-02-12,1,91.88,0.0
3370,3,68,2024-12-11,6,17.26,0.15
3371,4,82,2024-11-03,9,111.57,0.15
3372,3,10,2024-11-27,6,136.82,0.0
3373,10,51,2024-12-21,4,160.16,0.05
3374,9,128,2024-12-20,9,177.81,0.25
3375,6,125,2024-12-18,2,151.37,0.0
3376,6,83,2024-07-10,3,48.4,0.05
3377,9,30,2024-04-05,6,212.07,0.25
3378,6,8,2024-08-24,1,98.81,0.0
3379,10,18,2024-03-22,9,204.77,0.05
3380,8,49,2024-12-16,5,89.67,0.15
3381,1,123,2024-05-09,6,108.4,0.1
3382,10,150,2024-01-05,3,89.35,0.1
3383,4,39,2024-03-25,6,112.9,0.25
3384,8,87,2024-02-27,9,211.16,0.25
3385,1,7,2024-12-28,1,12.29,0.0
3386,2,148,2024-10-31,12,126.73,0.0
3387,5,90,2024-02-04,8,98.0,0.15
3388,10,116,2024-05-30,5,182.63,0.1
3389,6,128,2024-03-26,5,177.81,0.05
3390,8,57,2024-12-14,4,75.29,0.0
3391,4,65,2024-07-11,7,65.09,0.1
3392,3,94,2024-10-01,7,179.27,0.25
3393,5,132,2024-02-25,9,133.08,0.0
3394,6,155,2024-12-29,6,165.6,0.25
3395,8,34,2024-06-11,7,99.91,0.0
3396,6,3,2024-12-15,10,91.88,0.0
3397,7,150,2024-09-15,11,89.35,0.0
3398,6,135,2024-09-16,10,198.75,0.0
3399,7,16,2024-11-20,9,78.24,0.0
3400,9,130,2024-07-26,5,200.9,0.05
3401,8,162,2024-04-28,9,125.27,0.05
3402,2,70,14/09/2024,11,149.07,0.05
3403,10,80,2024-11-11,7,210.02,0.15
3404,6,61,2024-07-10,1,24.26,0.25
3405,4,138,2024-03-30,7,98.66,0.15
3406,1,32,11/12/2024,4,195.25,0.0
3407,7,17,2024-03-22,10,92.08,0.15
3408,5,74,2024-06-14,10,77.0,0.0
3409,1,152,2024-11-04,1,77.49,0.15
3410,2,34,2024-05-06,7,99.91,0.0
3411,6,87,2024-01-23,1,211.16,0.05
3412,7,123,2024-08-15,4,108.4,0.1
3413,1,114,2024-01-13,4,137.91,0.0
3414,1,26,2024-12-19,2,163.65,0.0
3415,2,121,2024-12-28,-4,164.69,0.0
3416,1,5,2024-05-08,9,152.79,0.25
3417,4,101,2024-11-27,6,131.65,0.0
3418,10,43,2024-02-27,10,88.26,0.0
3419,1,34,2024-11-08,6,99.91,0.15
3420,4,147,2024-07-17,8,159.14,0.15
3421,8,49,2024-12-16,5,89.67,0.25
3422,7,72,2024-05-14,2,94.95,0.05
3423,7,18,2024-03-22,6,204.77,0.25
3424,6,130,2024-03-09,1,200.9,0.15
3425,4,4,2024-08-17,4,,0.0
3426,7,142,2024-09-20,5,36.7,0.0
3427,7,136,2024-05-14,6,182.39,0.0
3428,9,51,2024-07-19,8,160.16,0.0
3429,10,116,2024-10-28,10,182.63,0.0
3430,10,140,2024-05-03,8,147.3,0.0
3431,3,57,2024-11-04,10,75.29,0.05
3432,8,112,2024-11-29,10,58.1,0.0
3433,2,138,2024-02-29,2,98.66,0.0
3434,5,32,2024-04-04,4,195.25,0.0
3435,7,154,2024-05-23,-7,104.34,0.0
3436,6,159,2024-09-17,2,51.69,0.05
3437,5,78,2024-05-10,-8,125.42,0.05
3438,6,77,2024-11-05,1,68.92,0.1
3439,2,167,2024-04-06,8,20.08,0.1
3440,6,125,2024-11-20,8,151.37,0.05
3441,9,118,2024-08-28,8,153.88,0.0
3442,6,79,21/07/2024,1,156.97,0.15
3443,3,85,2024-07-15,8,88.45,0.0
3444,9,44,2024-01-15,11,260.43,0.15
3445,7,61,2024-12-10,4,24.26,0.0
3446,9,28,2024-05-28,1,,0.15
3447,5,73,2024-10-28,4,242.79,0.0
3448,9,133,2024-05-03,8,107.43,0.0
3449,6,89,2024-01-21,4,16.36,0.0
3450,9,76,2024-06-01,10,150.97,0.05
3451,8,158,2024-03-28,12,81.38,0.0
3452,7,31,2024-11-27,3,110.33,0.15
3453,9,35,2024-03-27,11,8.64,0.0
3454,4,90,2024-10-17,10,98.0,0.1
3455,8,167,2024-09-26,12,20.08,0.15
3456,10,101,2024-11-03,4,131.65,0.25
3457,4,31,2024-12-03,9,110.33,0.05
3458,6,35,2024-04-30,12,8.64,0.05
3459,6,98,2024-01-13,11,93.24,0.0
3460,6,76,2024-11-01,5,150.97,0.0
3461,10,142,2024-11-26,1,36.7,0.25
3462,7,15,2024-05-04,7,149.2,0.0
3463,7,55,2024-04-10,8,120.86,0.25
3464,1,61,10/07/2024,9,24.26,0.05
3465,9,153,2024-08-15,3,149.65,0.05
3466,8,21,2024-12-21,9,89.09,0.1
3467,6,62,2024-10-09,3,11.77,0.0
3468,2,109,2024-06-10,3,204.21,0.05
3469,4,116,2024-02-17,6,182.63,0.0
3470,5,33,2024-06-07,5,162.49,0.1
3471,3,89,2024-04-08,9,16.36,0.0
3472,1,50,2024-09-29,4,168.2,0.1
3473,8,99,2024-11-05,6,207.07,0.0
3474,5,89,2024-01-15,9,16.36,0.05
3475,7,105,2024-12-23,5,136.88,0.1
3476,2,60,2024-06-18,4,27.88,0.0
3477,5,145,2024-09-27,12,33.88,0.0
3478,8,170,2024-02-08,7,8.38,0.0
3479,9,159,2024-11-05,1,51.69,0.1
3480,9,156,2024-07-02,8,173.78,0.25
3481,9,86,2024-05-20,6,125.76,0.0
3482,6,71,2024-12-19,9,11.55,0.0
3483,9,12,2024-11-15,4,105.87,0.0
3484,3,97,2024-04-13,4,51.84,0.0
3485,8,29,2024-08-03,5,,0.1
3486,1,109,2024-11-14,6,204.21,0.25
3487,5,15,2024-12-19,2,149.2,0.1
3488,3,130,2024-09-24,10,200.9,0.15
3489,7,24,2024-05-09,6,80.42,0.15
3490,2,104,2024-11-05,5,246.47,0.0
3491,9,67,2024-03-04,9,107.18,0.0
3492,1,42,2024-03-01,2,169.87,0.25
3493,10,20,08/04/2024,12,150.34,0.15
3494,4,165,18/02/2024,4,56.11,0.15
3495,2,128,2024-11-27,3,177.81,0.25
3496,6,170,2024-03-23,8,8.38,0.15
3497,6,45,2024-10-29,10,29.94,0.0
3498,8,147,2024-08-16,12,159.14,0.25
3499,6,13,2024-02-28,7,91.64,0.0
3500,6,79,2024-08-13,7,156.97,0.0
3501,9,164,2024-08-02,7,78.92,0.0
3502,4,95,2024-10-17,2,244.81,0.25
3503,10,51,2024-12-27,9,160.16,0.15
3504,9,148,2024-12-05,2,126.73,0.25
3505,6,110,2024-12-15,10,240.3,0.25
3506,8,23,2024-12-11,5,135.4,0.1
3507,4,36,2024-12-28,10,31.45,0.1
3508,6,161,2024-12-14,5,203.07,0.05
3509,10,158,2024-07-30,5,81.38,0.0
3510,1,146,2024-09-10,9,127.32,0.05
3511,3,153,2024-04-16,10,149.65,0.15
3512,10,125,2024-02-07,9,151.37,0.25
3513,6,105,2024-08-03,3,136.88,0.05
3514,5,11,2024-03-20,11,117.42,0.15
3515,1,148,2024-11-28,10,126.73,0.0
3516,10,82,2024-09-08,8,111.57,0.0
3517,6,77,2024-01-08,4,68.92,0.0
3518,4,31,2024-02-16,6,110.33,0.25
3519,2,115,28/11/2024,11,212.31,0.1
3520,2,96,2024-04-06,6,169.6,0.1
3521,4,101,2024-12-08,10,131.65,0.0
3522,2,151,2024-04-11,3,22.4,0.05
3523,10,117,2024-04-05,7,144.39,0.25
3524,6,163,2024-11-16,3,102.16,0.0
3525,8,109,2024-12-02,9,204.21,0.05
3526,5,32,2024-12-01,4,195.25,0.0
3527,1,131,2024-07-01,7,141.63,0.1
3528,10,145,2024-09-23,8,33.88,0.0
3529,1,66,2024-11-18,6,254.58,0.0
3530,3,9,2024-08-30,11,100.29,0.0
3531,4,165,2024-06-07,2,56.11,0.0
3532,1,28,2024-04-07,5,143.98,0.15
3533,8,106,2024-08-03,11,97.25,0.0
3534,8,28,2024-04-28,11,143.98,0.25
3535,10,115,2024-12-10,5,212.31,0.0
3536,7,11,2024-05-25,5,117.42,0.0
3537,10,140,2024-09-24,7,147.3,0.0
3538,5,78,2024-11-26,8,125.42,0.05
3539,4,58,2024-08-21,10,216.14,0.0
3540,8,143,2024-02-25,9,233.86,0.0
3541,5,36,2024-05-02,2,31.45,0.25
3542,8,105,2024-06-14,6,136.88,0.0
3543,6,32,2024-10-13,3,195.25,0.0
3544,9,8,2024-08-29,4,98.81,0.0
3545,1,140,2024-08-20,9,147.3,0.25
3546,5,15,2024-11-19,12,149.2,0.05
3547,5,144,2024-02-01,9,72.5,0.05
3548,1,87,2024-11-11,5,211.16,0.05
3549,7,83,2024-12-25,7,48.4,0.0
3550,4,130,2024-06-22,12,200.9,0.05
3551,3,64,2024-08-15,3,54.54,0.0
3552,1,105,2024-03-09,11,136.88,0.05
3553,9,49,2024-12-18,6,89.67,0.25
3554,6,169,2024-04-11,1,48.02,0.0
3555,6,10,2024-10-20,3,136.82,0.0
3556,7,8,2024-09-27,12,98.81,0.0
3557,3,51,2024-12-09,1,160.16,0.1
3558,8,24,2024-03-14,3,80.42,0.0
3559,8,161,2024-12-27,3,203.07,0.0
3560,2,139,2024-11-26,2,81.1,0.05
3561,8,152,2024-02-25,5,77.49,0.05
3562,1,153,2024-06-26,6,149.65,0.15
3563,10,115,2024-06-15,10,212.31,0.15
3564,2,79,2024-03-07,2,156.97,0.0
3565,3,55,2024-12-17,9,120.86,0.05
3566,5,159,2024-11-22,2,51.69,0.05
3567,8,169,2024-07-09,4,48.02,0.0
3568,8,106,2024-08-01,9,97.25,0.05
3569,3,19,2024-02-26,8,61.27,0.0
3570,9,127,2024-09-15,12,51.12,0.05
3571,5,117,2024-12-20,2,144.39,0.0
3572,10,130,2024-01-25,10,200.9,0.0
3573,1,85,2024-06-22,7,88.45,0.0
3574,7,109,2024-04-15,1,204.21,0.0
3575,6,167,2024-02-13,3,20.08,0.1
3576,5,132,2024-01-01,8,133.08,0.15
3577,9,138,2024-01-19,8,98.66,0.0
3578,9,46,2024-02-02,3,46.4,0.25
3579,8,75,2024-06-19,12,29.49,0.15
3580,5,165,2024-05-04,6,56.11,0.1
3581,7,3,2024-03-13,9,91.88,0.05
3582,2,69,2024-02-02,10,68.64,0.0
3583,10,48,2024-01-04,2,43.06,0.05
3584,5,83,2024-06-05,4,48.4,0.0
3585,10,48,2024-07-19,2,43.06,0.1
3586,2,20,2024-12-29,11,150.34,0.0
3587,8,130,2024-05-26,4,200.9,0.0
3588,6,56,2024-03-15,11,91.09,0.0
3589,10,29,2024-03-21,4,128.85,0.25
3590,6,14,2024-11-14,4,13.97,0.05
3591,4,88,2024-11-24,6,106.78,0.0
3592,2,135,2024-05-29,11,198.75,0.0
3593,9,152,2024-03-12,5,77.49,0.05
3594,3,53,2024-09-11,9,131.05,0.25
3595,10,92,2024-08-08,8,96.38,0.0
3596,3,61,2024-02-24,4,24.26,0.05
3597,3,161,2024-12-28,4,203.07,0.0
3598,7,79,2024-03-10,8,156.97,0.0
3599,8,69,2024-03-29,9,68.64,0.0
3600,1,93,2024-11-28,8,187.19,0.0
3601,1,80,2024-05-25,5,210.02,0.0
3602,1,30,2024-04-21,10,212.07,0.0
3603,2,61,2024-02-21,8,24.26,0.1
3604,5,60,2024-02-07,9,27.88,0.15
3605,4,148,2024-07-07,1,126.73,0.0
3606,10,87,2024-11-17,11,211.16,0.15
3607,8,154,2024-09-28,7,104.34,0.0
3608,6,162,2024-05-21,9,,0.0
3609,7,42,2024-07-27,1,169.87,0.0
3610,1,118,2024-10-14,7,153.88,0.05
3611,7,120,2024-02-12,9,234.32,0.0
3612,9,128,2024-12-01,1,177.81,0.0
3613,3,44,2024-07-24,9,260.43,0.0
3614,4,93,2024-06-21,8,187.19,0.1
3615,5,123,2024-03-03,1,108.4,0.0
3616,10,2,2024-08-09,9,81.57,0.05
3617,7,89,2024-04-23,3,,0.1
3618,6,143,2024-01-27,2,233.86,0.15
3619,4,134,2024-11-26,10,141.92,0.1
3620,1,84,2024-12-09,4,219.55,0.25
3621,9,19,2024-12-01,5,61.27,0.05
3622,7,127,2024-01-16,8,51.12,0.1
3623,5,60,2024-05-02,3,27.88,0.0
3624,4,100,2024-07-25,5,120.25,0.0
3625,1,74,2024-06-14,-4,77.0,0.0
3626,7,85,2024-03-05,7,88.45,0.0
3627,8,69,2024-04-12,6,68.64,0.1
3628,8,20,2024-12-06,3,150.34,0.0
3629,6,54,2024-09-24,7,241.98,0.15
3630,4,94,2024-02-08,2,179.27,0.1
3631,9,118,2024-04-25,10,153.88,0.0
3632,9,118,2024-08-14,9,153.88,0.15
3633,7,64,14/05/2024,10,54.54,0.0
3634,6,46,2024-11-30,5,46.4,0.1
3635,5,121,2024-06-12,8,164.69,0.0
3636,2,120,2024-09-26,12,234.32,0.25
3637,6,125,2024-12-04,12,151.37,0.0
3638,6,160,2024-04-17,3,215.87,0.0
3639,6,98,2024-12-07,7,93.24,0.25
3640,1,89,2024-06-15,10,16.36,0.0
3641,5,118,2024-11-11,11,153.88,0.0
3642,4,9,2024-07-29,8,100.29,0.0
3643,3,63,2024-09-16,8,110.07,0.15
3644,4,14,2024-02-18,10,13.97,0.1
3645,10,66,2024-06-05,11,254.58,0.05
3646,3,76,2024-11-28,10,150.97,0.0
3647,10,108,2024-03-06,6,151.96,0.0
3648,10,24,2024-12-18,2,80.42,0.05
3649,7,80,2024-10-13,12,210.02,0.05
3650,6,149,2024-09-30,11,212.9,0.0
3651,6,48,2024-07-10,6,43.06,0.15
3652,9,9,2024-02-02,1,100.29,0.0
3653,7,131,2024-07-09,11,141.63,0.1
3654,5,18,2024-11-04,10,204.77,0.0
3655,5,15,2024-11-27,1,149.2,0.0
3656,7,102,2024-07-24,12,25.17,0.1
3657,9,12,2024-11-28,8,105.87,0.1
3658,5,102,2024-07-21,5,25.17,0.0
3659,5,10,2024-09-28,12,136.82,0.1
3660,6,27,2024-01-19,9,83.28,0.25
3661,5,15,23/12/2024,1,149.2,0.25
3662,5,125,2024-03-05,2,151.37,0.05
3663,7,160,2024-12-07,3,215.87,0.1
3664,2,107,2024-12-08,12,9.07,0.0
3665,9,7,2024-04-02,1,12.29,0.0
3666,9,47,2024-10-06,3,118.87,0.15
3667,3,80,2024-11-07,6,210.02,0.0
3668,7,5,2024-06-11,5,152.79,0.05
3669,3,103,2024-04-22,7,,0.05
3670,4,29,2024-05-12,5,128.85,0.0
3671,4,147,2024-03-27,10,159.14,0.1
3672,8,146,2024-01-12,8,127.32,0.15
3673,5,76,2024-12-15,3,150.97,0.0
3674,3,115,2024-01-08,5,212.31,0.1
3675,2,39,2024-10-15,6,112.9,0.0
3676,5,108,2024-08-22,12,151.96,0.05
3677,3,57,2024-12-02,8,75.29,0.0
3678,10,62,2024-12-03,3,11.77,0.0
3679,8,4,2024-08-21,10,167.47,0.1
3680,9,124,2024-12-19,1,19.68,0.0
3681,1,37,2024-12-28,1,19.91,0.0
3682,10,51,2024-05-26,11,160.16,0.05
3683,4,11,2024-12-28,7,117.42,0.0
3684,9,119,2024-07-02,8,38.1,0.0
3685,8,21,2024-11-11,11,89.09,0.05
3686,6,12,2024-12-20,11,105.87,0.1
3687,9,37,2024-09-08,1,19.91,0.25
3688,3,122,2024-12-04,7,28.93,0.15
3689,1,120,28/09/2024,2,234.32,0.0
3690,1,18,2024-11-28,10,204.77,0.1
3691,2,127,2024-11-22,5,51.12,0.05
3692,4,52,2024-06-12,2,158.1,0.1
3693,10,102,2024-03-13,8,25.17,0.0
3694,10,10,2024-10-06,6,136.82,0.0
3695,1,3,2024-11-15,2,91.88,0.25
3696,4,104,2024-10-26,7,246.47,0.0
3697,1,29,2024-10-06,-4,128.85,0.1
3698,3,131,2024-09-30,4,141.63,0.0
3699,6,63,2024-03-14,11,110.07,0.05
3700,7,69,2024-07-20,12,68.64,0.05
3701,6,118,2024-01-30,11,153.88,0.15
3702,3,93,2024-11-19,12,187.19,0.25
3703,4,5,2024-11-18,7,152.79,0.0
3704,1,89,2024-01-23,7,16.36,0.15
3705,5,16,2024-04-23,3,78.24,0.1
3706,2,129,2024-08-02,10,151.03,0.0
3707,6,70,2024-05-14,6,149.07,0.0
3708,6,79,2024-03-13,7,156.97,0.15
3709,2,126,2024-05-06,3,28.64,0.0
3710,3,139,2024-02-04,5,81.1,0.0
3711,4,73,2024-12-08,4,242.79,0.0
3712,6,15,2024-11-11,9,149.2,0.25
3713,8,163,2024-04-28,11,102.16,0.1
3714,6,81,2024-08-16,10,39.73,0.0
3715,2,133,2024-06-21,1,107.43,0.15
3716,9,124,2024-06-13,5,19.68,0.05
3717,9,120,2024-12-07,6,234.32,0.25
3718,6,111,2024-11-25,12,43.1,0.0
3719,5,104,2024-10-13,6,246.47,0.1
3720,8,154,2024-12-27,3,104.34,0.15
3721,10,34,2024-04-28,5,99.91,0.0
3722,6,126,2024-10-11,12,28.64,0.25
3723,8,70,2024-06-06,2,149.07,0.0
3724,8,125,2024-01-21,9,151.37,0.0
3725,2,70,2024-12-25,5,149.07,0.15
3726,8,121,2024-10-22,3,164.69,0.0
3727,6,53,2024-05-24,6,131.05,0.05
3728,1,143,2024-08-07,11,233.86,0.0
3729,7,79,2024-05-26,4,156.97,0.1
3730,1,16,2024-11-19,5,78.24,0.25
3731,1,48,2024-12-06,7,43.06,0.15
3732,9,95,2024-01-24,5,244.81,0.0
3733,3,93,2024-11-18,10,187.19,0.05
3734,3,41,2024-10-09,11,157.72,0.1
3735,5,2,2024-02-21,10,81.57,0.0
3736,9,123,2024-03-27,5,108.4,0.25
3737,4,152,2024-07-20,11,77.49,0.05
3738,3,35,2024-10-21,9,8.64,0.0
3739,8,158,2024-01-21,9,81.38,0.0
3740,9,149,2024-12-27,3,212.9,0.0
3741,3,98,2024-06-17,8,93.24,0.0
3742,4,111,2024-05-10,12,43.1,0.1
3743,8,15,2024-10-18,5,149.2,0.25
3744,5,35,2024-12-19,1,8.64,0.0
3745,6,99,2024-12-20,1,207.07,0.0
3746,4,14,2024-02-07,11,13.97,0.05
3747,10,64,2024-11-18,1,54.54,0.1
